SR CREATE DATE,SR TYPE,count_sr_type,rank_no,call_year,call_month,call_day
2018-05-29,Nuisance On Property,100,2,2018,5,29
2018-05-29,Water Leak,78,3,2018,5,29
2018-05-30,Container Problem,113,1,2018,5,30
2018-05-30,Missed Garbage Pickup,112,2,2018,5,30
2018-05-30,Nuisance On Property,71,3,2018,5,30
2018-05-31,Missed Garbage Pickup,139,1,2018,5,31
2018-05-31,Container Problem,107,2,2018,5,31
2018-05-31,Missed Recycling Pickup,100,3,2018,5,31
2018-06-01,Missed Garbage Pickup,174,1,2018,6,1
2018-06-01,Missed Recycling Pickup,158,2,2018,6,1
2018-06-01,Container Problem,84,3,2018,6,1
2018-06-02,Missed Garbage Pickup,67,1,2018,6,2
2018-06-02,Missed Recycling Pickup,46,2,2018,6,2
2018-06-02,Traffic Signal Maintenance,39,3,2018,6,2
2018-06-03,Water Leak,35,1,2018,6,3
2018-06-03,Traffic Signal Maintenance,34,2,2018,6,3
2018-06-03,Nuisance On Property,23,3,2018,6,3
2018-06-04,Nuisance On Property,109,1,2018,6,4
2018-06-04,Container Problem,101,2,2018,6,4
2018-06-04,Missed Garbage Pickup,76,3,2018,6,4
2018-06-05,Missed Garbage Pickup,151,1,2018,6,5
2018-06-05,Container Problem,108,2,2018,6,5
2018-06-05,Missed Recycling Pickup,102,3,2018,6,5
2018-06-06,Missed Garbage Pickup,82,1,2018,6,6
2018-06-06,Nuisance On Property,81,2,2018,6,6
2018-06-06,Missed Heavy Trash Pickup,70,3,2018,6,6
2018-06-07,Missed Heavy Trash Pickup,102,1,2018,6,7
2018-06-07,Nuisance On Property,95,2,2018,6,7
2018-06-07,Container Problem,80,3,2018,6,7
2018-06-08,Missed Garbage Pickup,97,1,2018,6,8
2018-06-08,Container Problem,92,2,2018,6,8
2018-06-08,Missed Heavy Trash Pickup,91,3,2018,6,8
2018-06-09,Water Leak,54,1,2018,6,9
2018-06-09,Missed Heavy Trash Pickup,44,2,2018,6,9
2018-06-09,Missed Garbage Pickup,41,3,2018,6,9
2018-06-10,Sewer Wastewater,37,1,2018,6,10
2018-06-10,Water Leak,35,2,2018,6,10
2018-06-10,Traffic Signal Maintenance,23,3,2018,6,10
2018-06-11,Container Problem,101,1,2018,6,11
2018-06-11,Water Leak,93,2,2018,6,11
2018-06-11,Missed Garbage Pickup,87,3,2018,6,11
2018-06-12,Missed Garbage Pickup,147,1,2018,6,12
2018-06-12,Container Problem,114,2,2018,6,12
2018-06-12,Water Leak,87,3,2018,6,12
2018-06-13,Water Leak,93,1,2018,6,13
2018-06-13,Missed Heavy Trash Pickup,91,2,2018,6,13
2018-06-13,Nuisance On Property,72,3,2018,6,13
2018-06-14,Missed Heavy Trash Pickup,169,1,2018,6,14
2018-06-14,Traffic Signal Maintenance,81,2,2018,6,14
2018-06-14,Container Problem,81,3,2018,6,14
2018-06-15,Missed Heavy Trash Pickup,108,1,2018,6,15
2018-06-15,Missed Garbage Pickup,91,2,2018,6,15
2018-06-15,Traffic Signal Maintenance,74,3,2018,6,15
2018-06-16,Water Leak,58,1,2018,6,16
2018-06-16,Missed Heavy Trash Pickup,56,2,2018,6,16
2018-06-16,Missed Garbage Pickup,36,3,2018,6,16
2018-06-17,Traffic Signal Maintenance,39,1,2018,6,17
2018-06-17,Water Leak,35,2,2018,6,17
2018-06-17,Heavy Trash Violation,19,3,2018,6,17
2018-06-18,Container Problem,115,1,2018,6,18
2018-06-18,Nuisance On Property,92,2,2018,6,18
2018-06-18,Missed Garbage Pickup,85,3,2018,6,18
2018-06-19,Missed Garbage Pickup,108,1,2018,6,19
2018-06-19,Container Problem,95,2,2018,6,19
2018-06-19,Missed Heavy Trash Pickup,94,3,2018,6,19
2018-06-20,Missed Heavy Trash Pickup,87,1,2018,6,20
2018-06-20,Nuisance On Property,81,2,2018,6,20
2018-06-20,Water Leak,75,3,2018,6,20
2018-06-21,Missed Heavy Trash Pickup,140,1,2018,6,21
2018-06-21,Container Problem,93,2,2018,6,21
2018-06-21,Nuisance On Property,74,3,2018,6,21
2018-06-22,Missed Heavy Trash Pickup,155,1,2018,6,22
2018-06-22,Missed Garbage Pickup,87,2,2018,6,22
2018-06-22,Nuisance On Property,86,3,2018,6,22
2018-06-23,Water Leak,57,1,2018,6,23
2018-06-23,Missed Heavy Trash Pickup,51,2,2018,6,23
2018-06-23,Missed Garbage Pickup,44,3,2018,6,23
2018-06-24,Traffic Signal Maintenance,30,1,2018,6,24
2018-06-24,Water Leak,30,2,2018,6,24
2018-06-24,Nuisance On Property,20,3,2018,6,24
2018-06-25,Container Problem,123,1,2018,6,25
2018-06-25,Water Leak,121,2,2018,6,25
2018-06-25,Nuisance On Property,120,3,2018,6,25
2018-06-26,Nuisance On Property,109,1,2018,6,26
2018-06-26,Container Problem,105,2,2018,6,26
2018-06-26,Missed Garbage Pickup,99,3,2018,6,26
2018-06-27,Missed Heavy Trash Pickup,108,1,2018,6,27
2018-06-27,Nuisance On Property,87,2,2018,6,27
2018-06-27,Water Leak,71,3,2018,6,27
2018-06-28,Missed Heavy Trash Pickup,148,1,2018,6,28
2018-06-28,Nuisance On Property,95,2,2018,6,28
2018-06-28,Water Leak,94,3,2018,6,28
2018-06-29,Missed Garbage Pickup,123,1,2018,6,29
2018-06-29,Nuisance On Property,111,2,2018,6,29
2018-06-29,Missed Heavy Trash Pickup,98,3,2018,6,29
2018-06-30,Water Leak,40,1,2018,6,30
2018-06-30,Missed Recycling Pickup,35,2,2018,6,30
2018-06-30,Missed Garbage Pickup,29,3,2018,6,30
2018-07-01,Water Leak,35,1,2018,7,1
2018-07-01,Traffic Signal Maintenance,26,2,2018,7,1
2018-07-01,Water Service,20,3,2018,7,1
2018-07-02,Nuisance On Property,156,1,2018,7,2
2018-07-02,Container Problem,131,2,2018,7,2
2018-07-02,Water Leak,112,3,2018,7,2
2018-07-03,Container Problem,106,1,2018,7,3
2018-07-03,Missed Garbage Pickup,106,2,2018,7,3
2018-07-03,Nuisance On Property,100,3,2018,7,3
2018-07-04,Drainage,128,1,2018,7,4
2018-07-04,Sewer Wastewater,128,2,2018,7,4
2018-07-04,Street Hazard,126,3,2018,7,4
2018-07-05,Drainage,133,1,2018,7,5
2018-07-05,Container Problem,129,2,2018,7,5
2018-07-05,Street Hazard,106,3,2018,7,5
2018-07-06,Missed Garbage Pickup,106,1,2018,7,6
2018-07-06,Container Problem,96,2,2018,7,6
2018-07-06,Drainage,88,3,2018,7,6
2018-07-07,Water Leak,38,1,2018,7,7
2018-07-07,Sewer Wastewater,33,2,2018,7,7
2018-07-07,Missed Garbage Pickup,27,3,2018,7,7
2018-07-08,Traffic Signal Maintenance,46,1,2018,7,8
2018-07-08,Water Leak,43,2,2018,7,8
2018-07-08,Sewer Wastewater,25,3,2018,7,8
2018-07-09,Nuisance On Property,128,1,2018,7,9
2018-07-09,Container Problem,96,2,2018,7,9
2018-07-09,Missed Garbage Pickup,92,3,2018,7,9
2018-07-10,Nuisance On Property,151,1,2018,7,10
2018-07-10,Missed Garbage Pickup,123,2,2018,7,10
2018-07-10,Container Problem,106,3,2018,7,10
2018-07-11,Nuisance On Property,135,1,2018,7,11
2018-07-11,Water Leak,92,2,2018,7,11
2018-07-11,Missed Recycling Pickup,90,3,2018,7,11
2018-07-12,Nuisance On Property,148,1,2018,7,12
2018-07-12,Missed Garbage Pickup,90,2,2018,7,12
2018-07-12,Water Leak,88,3,2018,7,12
2018-07-13,Missed Recycling Pickup,152,1,2018,7,13
2018-07-13,Nuisance On Property,151,2,2018,7,13
2018-07-13,Missed Garbage Pickup,119,3,2018,7,13
2018-07-14,Missed Garbage Pickup,52,1,2018,7,14
2018-07-14,Missed Recycling Pickup,48,2,2018,7,14
2018-07-14,Water Leak,38,3,2018,7,14
2018-07-15,Water Leak,37,1,2018,7,15
2018-07-15,Traffic Signal Maintenance,28,2,2018,7,15
2018-07-15,Sewer Wastewater,24,3,2018,7,15
2018-07-16,Nuisance On Property,160,1,2018,7,16
2018-07-16,Container Problem,108,2,2018,7,16
2018-07-16,Water Leak,106,3,2018,7,16
2018-07-17,Nuisance On Property,183,1,2018,7,17
2018-07-17,Missed Garbage Pickup,166,2,2018,7,17
2018-07-17,Container Problem,129,3,2018,7,17
2018-07-18,Missed Garbage Pickup,176,1,2018,7,18
2018-07-18,Nuisance On Property,152,2,2018,7,18
2018-07-18,Missed Recycling Pickup,101,3,2018,7,18
2018-07-19,Heavy Trash Violation,150,1,2018,7,19
2018-07-19,Nuisance On Property,145,2,2018,7,19
2018-07-19,Missed Garbage Pickup,123,3,2018,7,19
2018-07-20,Missed Garbage Pickup,105,1,2018,7,20
2018-07-20,Water Leak,88,2,2018,7,20
2018-07-20,Container Problem,86,3,2018,7,20
2018-07-21,Missed Recycling Pickup,61,1,2018,7,21
2018-07-21,Missed Garbage Pickup,37,2,2018,7,21
2018-07-21,Water Leak,32,3,2018,7,21
2018-07-22,Sewer Wastewater,35,1,2018,7,22
2018-07-22,Water Leak,35,2,2018,7,22
2018-07-22,Traffic Signal Maintenance,22,3,2018,7,22
2018-07-23,Nuisance On Property,165,1,2018,7,23
2018-07-23,Water Leak,106,2,2018,7,23
2018-07-23,Container Problem,105,3,2018,7,23
2018-07-24,Missed Recycling Pickup,227,1,2018,7,24
2018-07-24,Nuisance On Property,130,2,2018,7,24
2018-07-24,Missed Garbage Pickup,120,3,2018,7,24
2018-07-25,Missed Recycling Pickup,210,1,2018,7,25
2018-07-25,Nuisance On Property,104,2,2018,7,25
2018-07-25,Water Leak,89,3,2018,7,25
2018-07-26,Nuisance On Property,106,1,2018,7,26
2018-07-26,Water Leak,92,2,2018,7,26
2018-07-26,Missed Garbage Pickup,79,3,2018,7,26
2018-07-27,Missed Garbage Pickup,102,1,2018,7,27
2018-07-27,Nuisance On Property,92,2,2018,7,27
2018-07-27,Missed Recycling Pickup,86,3,2018,7,27
2018-07-28,Missed Recycling Pickup,71,1,2018,7,28
2018-07-28,Missed Garbage Pickup,51,2,2018,7,28
2018-07-28,Water Leak,47,3,2018,7,28
2018-07-29,Nuisance On Property,38,1,2018,7,29
2018-07-29,Water Leak,36,2,2018,7,29
2018-07-29,Water Service,19,3,2018,7,29
2018-07-30,Nuisance On Property,127,1,2018,7,30
2018-07-30,Water Leak,110,2,2018,7,30
2018-07-30,Container Problem,97,3,2018,7,30
2018-07-31,Missed Garbage Pickup,116,1,2018,7,31
2018-07-31,Missed Recycling Pickup,114,2,2018,7,31
2018-07-31,Container Problem,110,3,2018,7,31
2018-08-01,Water Leak,102,1,2018,8,1
2018-08-01,Nuisance On Property,98,2,2018,8,1
2018-08-01,Container Problem,88,3,2018,8,1
2018-08-02,Nuisance On Property,109,1,2018,8,2
2018-08-02,Water Leak,100,2,2018,8,2
2018-08-02,Container Problem,79,3,2018,8,2
2018-08-03,Missed Recycling Pickup,122,1,2018,8,3
2018-08-03,Water Leak,97,2,2018,8,3
2018-08-03,Missed Garbage Pickup,91,3,2018,8,3
2018-08-04,Water Service,56,1,2018,8,4
2018-08-04,Water Leak,52,2,2018,8,4
2018-08-04,Missed Recycling Pickup,51,3,2018,8,4
2018-08-05,Water Leak,45,1,2018,8,5
2018-08-05,Nuisance On Property,41,2,2018,8,5
2018-08-05,Water Service,25,3,2018,8,5
2018-08-06,Water Leak,126,1,2018,8,6
2018-08-06,Container Problem,107,2,2018,8,6
2018-08-06,Nuisance On Property,82,3,2018,8,6
2018-08-07,Nuisance On Property,113,1,2018,8,7
2018-08-07,Missed Garbage Pickup,108,2,2018,8,7
2018-08-07,Water Leak,108,3,2018,8,7
2018-08-08,Water Leak,123,1,2018,8,8
2018-08-08,Nuisance On Property,99,2,2018,8,8
2018-08-08,Missed Recycling Pickup,91,3,2018,8,8
2018-08-09,Missed Heavy Trash Pickup,89,1,2018,8,9
2018-08-09,Water Leak,86,2,2018,8,9
2018-08-09,Nuisance On Property,74,3,2018,8,9
2018-08-10,Missed Garbage Pickup,137,1,2018,8,10
2018-08-10,Water Leak,106,2,2018,8,10
2018-08-10,Missed Heavy Trash Pickup,98,3,2018,8,10
2018-08-11,Missed Garbage Pickup,117,1,2018,8,11
2018-08-11,Missed Heavy Trash Pickup,61,2,2018,8,11
2018-08-11,Missed Recycling Pickup,58,3,2018,8,11
2018-08-12,Water Leak,36,1,2018,8,12
2018-08-12,Flashing School Beacon,35,2,2018,8,12
2018-08-12,Sewer Wastewater,25,3,2018,8,12
2018-08-13,Container Problem,112,1,2018,8,13
2018-08-13,Water Leak,109,2,2018,8,13
2018-08-13,Missed Garbage Pickup,106,3,2018,8,13
2018-08-14,Missed Recycling Pickup,148,1,2018,8,14
2018-08-14,Missed Garbage Pickup,141,2,2018,8,14
2018-08-14,Nuisance On Property,106,3,2018,8,14
2018-08-15,Water Leak,107,1,2018,8,15
2018-08-15,Missed Heavy Trash Pickup,101,2,2018,8,15
2018-08-15,Missed Recycling Pickup,82,3,2018,8,15
2018-08-16,Missed Heavy Trash Pickup,190,1,2018,8,16
2018-08-16,Nuisance On Property,96,2,2018,8,16
2018-08-16,Water Leak,95,3,2018,8,16
2018-08-17,Missed Heavy Trash Pickup,144,1,2018,8,17
2018-08-17,Missed Garbage Pickup,136,2,2018,8,17
2018-08-17,Missed Recycling Pickup,126,3,2018,8,17
2018-08-18,Missed Garbage Pickup,57,1,2018,8,18
2018-08-18,Missed Heavy Trash Pickup,54,2,2018,8,18
2018-08-18,Water Leak,52,3,2018,8,18
2018-08-19,Water Leak,52,1,2018,8,19
2018-08-19,Nuisance On Property,35,2,2018,8,19
2018-08-19,Sewer Wastewater,25,3,2018,8,19
2018-08-20,Water Leak,132,1,2018,8,20
2018-08-20,Nuisance On Property,114,2,2018,8,20
2018-08-20,Container Problem,103,3,2018,8,20
2018-08-21,Water Leak,138,1,2018,8,21
2018-08-21,Missed Heavy Trash Pickup,121,2,2018,8,21
2018-08-21,Missed Garbage Pickup,117,3,2018,8,21
2018-08-22,Missed Heavy Trash Pickup,164,1,2018,8,22
2018-08-22,Water Leak,108,2,2018,8,22
2018-08-22,Missed Garbage Pickup,80,3,2018,8,22
2018-08-23,Missed Heavy Trash Pickup,154,1,2018,8,23
2018-08-23,Water Leak,113,2,2018,8,23
2018-08-23,Missed Garbage Pickup,93,3,2018,8,23
2018-08-24,Missed Garbage Pickup,157,1,2018,8,24
2018-08-24,Missed Heavy Trash Pickup,152,2,2018,8,24
2018-08-24,Missed Recycling Pickup,133,3,2018,8,24
2018-08-25,Missed Heavy Trash Pickup,85,1,2018,8,25
2018-08-25,Missed Recycling Pickup,84,2,2018,8,25
2018-08-25,Water Leak,75,3,2018,8,25
2018-08-26,Water Leak,56,1,2018,8,26
2018-08-26,Missed Heavy Trash Pickup,24,2,2018,8,26
2018-08-26,Sewer Wastewater,22,3,2018,8,26
2018-08-27,Missed Heavy Trash Pickup,188,1,2018,8,27
2018-08-27,Water Leak,159,2,2018,8,27
2018-08-27,Nuisance On Property,106,3,2018,8,27
2018-08-28,Missed Heavy Trash Pickup,195,1,2018,8,28
2018-08-28,Missed Recycling Pickup,160,2,2018,8,28
2018-08-28,Missed Garbage Pickup,145,3,2018,8,28
2018-08-29,Missed Heavy Trash Pickup,219,1,2018,8,29
2018-08-29,Water Leak,90,2,2018,8,29
2018-08-29,Missed Garbage Pickup,84,3,2018,8,29
2018-08-30,Missed Heavy Trash Pickup,187,1,2018,8,30
2018-08-30,Water Leak,136,2,2018,8,30
2018-08-30,Missed Garbage Pickup,97,3,2018,8,30
2018-08-31,Missed Recycling Pickup,156,1,2018,8,31
2018-08-31,Missed Garbage Pickup,116,2,2018,8,31
2018-08-31,Missed Heavy Trash Pickup,105,3,2018,8,31
2018-09-01,Missed Garbage Pickup,55,1,2018,9,1
2018-09-01,Traffic Signal Maintenance,46,2,2018,9,1
2018-09-01,Missed Recycling Pickup,43,3,2018,9,1
2018-09-02,Water Leak,43,1,2018,9,2
2018-09-02,Traffic Signal Maintenance,32,2,2018,9,2
2018-09-02,Street Hazard,27,3,2018,9,2
2018-09-03,Water Leak,59,1,2018,9,3
2018-09-03,Nuisance On Property,55,2,2018,9,3
2018-09-03,Unclassified 311 Web Request,45,3,2018,9,3
2018-09-04,Container Problem,106,1,2018,9,4
2018-09-04,Water Leak,93,2,2018,9,4
2018-09-04,Missed Garbage Pickup,84,3,2018,9,4
2018-09-05,Missed Garbage Pickup,122,1,2018,9,5
2018-09-05,Water Leak,109,2,2018,9,5
2018-09-05,Container Problem,97,3,2018,9,5
2018-09-06,Missed Recycling Pickup,258,1,2018,9,6
2018-09-06,Missed Garbage Pickup,131,2,2018,9,6
2018-09-06,Container Problem,118,3,2018,9,6
2018-09-07,Missed Recycling Pickup,336,1,2018,9,7
2018-09-07,Nuisance On Property,156,2,2018,9,7
2018-09-07,Missed Garbage Pickup,108,3,2018,9,7
2018-09-08,Missed Recycling Pickup,77,1,2018,9,8
2018-09-08,Missed Garbage Pickup,37,2,2018,9,8
2018-09-08,Sewer Wastewater,36,3,2018,9,8
2018-09-09,Nuisance On Property,121,1,2018,9,9
2018-09-09,Traffic Signal Maintenance,107,2,2018,9,9
2018-09-09,Street Hazard,85,3,2018,9,9
2018-09-10,Nuisance On Property,128,1,2018,9,10
2018-09-10,Traffic Signal Maintenance,117,2,2018,9,10
2018-09-10,Container Problem,111,3,2018,9,10
2018-09-11,Nuisance On Property,155,1,2018,9,11
2018-09-11,Missed Recycling Pickup,147,2,2018,9,11
2018-09-11,Missed Garbage Pickup,107,3,2018,9,11
2018-09-12,Missed Recycling Pickup,140,1,2018,9,12
2018-09-12,Nuisance On Property,120,2,2018,9,12
2018-09-12,Drainage,91,3,2018,9,12
2018-09-13,Missed Garbage Pickup,91,1,2018,9,13
2018-09-13,Water Leak,86,2,2018,9,13
2018-09-13,Nuisance On Property,86,3,2018,9,13
2018-09-14,Missed Garbage Pickup,94,1,2018,9,14
2018-09-14,Missed Recycling Pickup,90,2,2018,9,14
2018-09-14,Container Problem,80,3,2018,9,14
2018-09-15,Water Leak,73,1,2018,9,15
2018-09-15,Missed Recycling Pickup,50,2,2018,9,15
2018-09-15,Missed Garbage Pickup,50,3,2018,9,15
2018-09-16,Water Leak,47,1,2018,9,16
2018-09-16,Traffic Signal Maintenance,30,2,2018,9,16
2018-09-16,Sewer Wastewater,27,3,2018,9,16
2018-09-17,Nuisance On Property,163,1,2018,9,17
2018-09-17,Container Problem,106,2,2018,9,17
2018-09-17,Water Leak,94,3,2018,9,17
2018-09-18,Missed Garbage Pickup,136,1,2018,9,18
2018-09-18,Nuisance On Property,131,2,2018,9,18
2018-09-18,Missed Recycling Pickup,126,3,2018,9,18
2018-09-19,Missed Recycling Pickup,111,1,2018,9,19
2018-09-19,Nuisance On Property,102,2,2018,9,19
2018-09-19,Water Leak,87,3,2018,9,19
2018-09-20,Nuisance On Property,119,1,2018,9,20
2018-09-20,Missed Garbage Pickup,85,2,2018,9,20
2018-09-20,Water Leak,82,3,2018,9,20
2018-09-21,Missed Recycling Pickup,111,1,2018,9,21
2018-09-21,Missed Garbage Pickup,105,2,2018,9,21
2018-09-21,Container Problem,75,3,2018,9,21
2018-09-22,Missed Recycling Pickup,51,1,2018,9,22
2018-09-22,Traffic Signal Maintenance,42,2,2018,9,22
2018-09-22,Missed Garbage Pickup,38,3,2018,9,22
2018-09-23,Water Leak,45,1,2018,9,23
2018-09-23,Traffic Signal Maintenance,36,2,2018,9,23
2018-09-23,Sewer Wastewater,34,3,2018,9,23
2018-09-24,Nuisance On Property,112,1,2018,9,24
2018-09-24,Container Problem,110,2,2018,9,24
2018-09-24,Water Leak,87,3,2018,9,24
2018-09-25,Missed Recycling Pickup,158,1,2018,9,25
2018-09-25,Missed Garbage Pickup,131,2,2018,9,25
2018-09-25,Container Problem,119,3,2018,9,25
2018-09-26,Missed Garbage Pickup,162,1,2018,9,26
2018-09-26,Nuisance On Property,122,2,2018,9,26
2018-09-26,Missed Recycling Pickup,92,3,2018,9,26
2018-09-27,Missed Garbage Pickup,93,1,2018,9,27
2018-09-27,Container Problem,93,2,2018,9,27
2018-09-27,Nuisance On Property,92,3,2018,9,27
2018-09-28,Missed Garbage Pickup,102,1,2018,9,28
2018-09-28,Nuisance On Property,94,2,2018,9,28
2018-09-28,Container Problem,85,3,2018,9,28
2018-09-29,Missed Garbage Pickup,48,1,2018,9,29
2018-09-29,Sewer Wastewater,36,2,2018,9,29
2018-09-29,Missed Recycling Pickup,31,3,2018,9,29
2018-09-30,Sewer Wastewater,36,1,2018,9,30
2018-09-30,Water Leak,28,2,2018,9,30
2018-09-30,Nuisance On Property,20,3,2018,9,30
2018-10-01,Nuisance On Property,106,1,2018,10,1
2018-10-01,Container Problem,103,2,2018,10,1
2018-10-01,Sewer Wastewater,87,3,2018,10,1
2018-10-02,Nuisance On Property,132,1,2018,10,2
2018-10-02,Container Problem,118,2,2018,10,2
2018-10-02,Missed Garbage Pickup,106,3,2018,10,2
2018-10-03,Nuisance On Property,112,1,2018,10,3
2018-10-03,Water Leak,80,2,2018,10,3
2018-10-03,Street Hazard,63,3,2018,10,3
2018-10-04,Nuisance On Property,143,1,2018,10,4
2018-10-04,Container Problem,84,2,2018,10,4
2018-10-04,Water Leak,82,3,2018,10,4
2018-10-05,Nuisance On Property,155,1,2018,10,5
2018-10-05,Missed Garbage Pickup,121,2,2018,10,5
2018-10-05,Container Problem,91,3,2018,10,5
2018-10-06,Missed Garbage Pickup,70,1,2018,10,6
2018-10-06,Missed Recycling Pickup,38,2,2018,10,6
2018-10-06,Sewer Wastewater,30,3,2018,10,6
2018-10-07,Sewer Wastewater,27,1,2018,10,7
2018-10-07,Water Leak,27,2,2018,10,7
2018-10-07,Traffic Signal Maintenance,26,3,2018,10,7
2018-10-08,Nuisance On Property,191,1,2018,10,8
2018-10-08,Container Problem,108,2,2018,10,8
2018-10-08,Water Leak,106,3,2018,10,8
2018-10-09,Nuisance On Property,214,1,2018,10,9
2018-10-09,Container Problem,117,2,2018,10,9
2018-10-09,Missed Garbage Pickup,102,3,2018,10,9
2018-10-10,Water Leak,98,1,2018,10,10
2018-10-10,Container Problem,78,2,2018,10,10
2018-10-10,Missed Garbage Pickup,72,3,2018,10,10
2018-10-11,Nuisance On Property,147,1,2018,10,11
2018-10-11,Missed Heavy Trash Pickup,105,2,2018,10,11
2018-10-11,Container Problem,79,3,2018,10,11
2018-10-12,Nuisance On Property,125,1,2018,10,12
2018-10-12,Missed Garbage Pickup,90,2,2018,10,12
2018-10-12,Missed Heavy Trash Pickup,84,3,2018,10,12
2018-10-13,Water Leak,54,1,2018,10,13
2018-10-13,Missed Heavy Trash Pickup,47,2,2018,10,13
2018-10-13,Missed Garbage Pickup,41,3,2018,10,13
2018-10-14,Unclassified 311 Web Request,59,1,2018,10,14
2018-10-14,Water Leak,51,2,2018,10,14
2018-10-14,Nuisance On Property,51,3,2018,10,14
2018-10-15,Container Problem,102,1,2018,10,15
2018-10-15,Missed Garbage Pickup,85,2,2018,10,15
2018-10-15,SWM Escalation,85,3,2018,10,15
2018-10-16,Missed Garbage Pickup,159,1,2018,10,16
2018-10-16,Nuisance On Property,109,2,2018,10,16
2018-10-16,Container Problem,93,3,2018,10,16
2018-10-17,Missed Garbage Pickup,103,1,2018,10,17
2018-10-17,Missed Heavy Trash Pickup,83,2,2018,10,17
2018-10-17,Missed Recycling Pickup,83,3,2018,10,17
2018-10-18,Missed Heavy Trash Pickup,132,1,2018,10,18
2018-10-18,Water Leak,96,2,2018,10,18
2018-10-18,Container Problem,76,3,2018,10,18
2018-10-19,Missed Heavy Trash Pickup,197,1,2018,10,19
2018-10-19,Water Leak,103,2,2018,10,19
2018-10-19,Missed Garbage Pickup,77,3,2018,10,19
2018-10-20,Missed Heavy Trash Pickup,61,1,2018,10,20
2018-10-20,Water Leak,42,2,2018,10,20
2018-10-20,Missed Garbage Pickup,35,3,2018,10,20
2018-10-21,Water Leak,75,1,2018,10,21
2018-10-21,Water Service,33,2,2018,10,21
2018-10-21,Sewer Wastewater,24,3,2018,10,21
2018-10-22,Missed Heavy Trash Pickup,110,1,2018,10,22
2018-10-22,Water Leak,93,2,2018,10,22
2018-10-22,Container Problem,88,3,2018,10,22
2018-10-23,Missed Recycling Pickup,99,1,2018,10,23
2018-10-23,Missed Garbage Pickup,90,2,2018,10,23
2018-10-23,SWM Escalation,85,3,2018,10,23
2018-10-24,Missed Heavy Trash Pickup,117,1,2018,10,24
2018-10-24,Nuisance On Property,111,2,2018,10,24
2018-10-24,Missed Recycling Pickup,99,3,2018,10,24
2018-10-25,Missed Heavy Trash Pickup,162,1,2018,10,25
2018-10-25,Missed Garbage Pickup,95,2,2018,10,25
2018-10-25,SWM Escalation,82,3,2018,10,25
2018-10-26,Missed Heavy Trash Pickup,165,1,2018,10,26
2018-10-26,Missed Recycling Pickup,159,2,2018,10,26
2018-10-26,Missed Garbage Pickup,94,3,2018,10,26
2018-10-27,Missed Garbage Pickup,89,1,2018,10,27
2018-10-27,Missed Recycling Pickup,80,2,2018,10,27
2018-10-27,Missed Heavy Trash Pickup,72,3,2018,10,27
2018-10-28,Missed Heavy Trash Pickup,41,1,2018,10,28
2018-10-28,Sewer Wastewater,31,2,2018,10,28
2018-10-28,Water Leak,29,3,2018,10,28
2018-10-29,Missed Heavy Trash Pickup,181,1,2018,10,29
2018-10-29,Missed Garbage Pickup,113,2,2018,10,29
2018-10-29,SWM Escalation,105,3,2018,10,29
2018-10-30,Missed Garbage Pickup,178,1,2018,10,30
2018-10-30,Missed Recycling Pickup,159,2,2018,10,30
2018-10-30,Missed Heavy Trash Pickup,115,3,2018,10,30
2018-10-31,Missed Recycling Pickup,163,1,2018,10,31
2018-10-31,Missed Garbage Pickup,133,2,2018,10,31
2018-10-31,Traffic Signal Maintenance,80,3,2018,10,31
2018-11-01,Traffic Signal Maintenance,237,1,2018,11,1
2018-11-01,Water Leak,151,2,2018,11,1
2018-11-01,Street Hazard,145,3,2018,11,1
2018-11-02,Missed Recycling Pickup,183,1,2018,11,2
2018-11-02,Missed Garbage Pickup,105,2,2018,11,2
2018-11-02,Water Leak,100,3,2018,11,2
2018-11-03,Missed Recycling Pickup,57,1,2018,11,3
2018-11-03,Water Leak,55,2,2018,11,3
2018-11-03,Traffic Signal Maintenance,48,3,2018,11,3
2018-11-04,Sewer Wastewater,33,1,2018,11,4
2018-11-04,Traffic Signal Maintenance,32,2,2018,11,4
2018-11-04,Water Leak,29,3,2018,11,4
2018-11-05,Water Leak,115,1,2018,11,5
2018-11-05,Missed Garbage Pickup,100,2,2018,11,5
2018-11-05,Container Problem,89,3,2018,11,5
2018-11-06,Missed Garbage Pickup,176,1,2018,11,6
2018-11-06,Missed Recycling Pickup,153,2,2018,11,6
2018-11-06,Water Leak,119,3,2018,11,6
2018-11-07,Missed Recycling Pickup,148,1,2018,11,7
2018-11-07,Missed Garbage Pickup,104,2,2018,11,7
2018-11-07,Water Leak,99,3,2018,11,7
2018-11-08,Missed Garbage Pickup,106,1,2018,11,8
2018-11-08,Nuisance On Property,96,2,2018,11,8
2018-11-08,SWM Escalation,84,3,2018,11,8
2018-11-09,Missed Recycling Pickup,127,1,2018,11,9
2018-11-09,Missed Garbage Pickup,120,2,2018,11,9
2018-11-09,Traffic Signal Maintenance,81,3,2018,11,9
2018-11-10,Water Leak,54,1,2018,11,10
2018-11-10,Traffic Signal Maintenance,53,2,2018,11,10
2018-11-10,Missed Garbage Pickup,44,3,2018,11,10
2018-11-11,Water Leak,45,1,2018,11,11
2018-11-11,Traffic Signal Maintenance,36,2,2018,11,11
2018-11-11,Water Service,28,3,2018,11,11
2018-11-12,SWM Escalation,62,1,2018,11,12
2018-11-12,Water Leak,55,2,2018,11,12
